gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Bcell	HighPseudotime_tumour	LowPseudotime_tumour	MidPseudotime_tumour	Myeloid	Stromal	Tcell
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.074	0.03	0.026	0.059	0.086	0.027	0.058
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.003	0.083	0.037	0.0	0.003	0.678	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.748	1.781	1.014	1.668	0.405	0.498	0.827
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.173	0.227	0.187	0.262	0.076	0.71	0.004
FGF19	O95750	False	FGF19_HUMAN		CPI-SS07A03C20F	0.0	0.0	0.0	0.071	0.0	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0	0.0	0.046	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.001	0.0	0.004	0.001	0.0	0.073	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.016	0.109	0.037	0.213	0.56	2.173	0.003
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.074	0.03	0.026	0.059	0.086	0.027	0.058
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.003	0.083	0.037	0.0	0.003	0.678	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.173	0.227	0.187	0.262	0.076	0.71	0.004
FGF19	O95750	False	FGF19_HUMAN		CPI-SS070A3A7E5	0.0	0.0	0.0	0.071	0.0	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.008	0.0	0.0	0.017	0.12	0.32	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.074	0.03	0.026	0.059	0.086	0.027	0.058
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.003	0.083	0.037	0.0	0.003	0.678	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	5.129	6.042	6.219	6.555	6.841	4.64	7.928
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.173	0.227	0.187	0.262	0.076	0.71	0.004
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0	0.0	0.046	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.001	0.0	0.004	0.001	0.0	0.073	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.016	0.109	0.037	0.213	0.56	2.173	0.003
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.008	0.0	0.0	0.017	0.12	0.32	0.0
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.771	3.43	3.716	3.353	4.509	5.359	1.223
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	0.101	2.131	3.195	2.476	0.0	0.706	0.266
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.002	0.143	0.0	0.0	0.02	0.004	0.008
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	1.521	2.021	3.38	2.762	1.497	3.875	1.511
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.074	0.03	0.026	0.059	0.086	0.027	0.058
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.003	0.083	0.037	0.0	0.003	0.678	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.173	0.227	0.187	0.262	0.076	0.71	0.004
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0	0.0	0.046	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.001	0.0	0.004	0.001	0.0	0.073	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.016	0.109	0.037	0.213	0.56	2.173	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.087	0.943	0.135	0.568	0.027	0.03	0.015
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.074	0.03	0.026	0.059	0.086	0.027	0.058
SPP1	P10451	False	OSTP_HUMAN		CPI-SS04297753E	0.615	1.906	0.468	0.787	3.808	1.456	1.228
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	1.989	1.088	0.044	0.309	6.403	0.757	3.88
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.615	1.906	0.468	0.787	3.808	1.456	1.228
SPP1	P10451	False	OSTP_HUMAN		CPI-SC01AB9BED7	0.615	1.906	0.468	0.787	3.808	1.456	1.228
TNC	P24821	False	TENA_HUMAN		CPI-SC056BF6CBB	0.048	1.162	0.082	0.36	0.076	0.686	0.107
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC062D34C2A	0.161	0.514	0.099	0.12	1.691	1.752	0.903
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.003	0.083	0.037	0.0	0.003	0.678	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.314	0.342	0.156	0.113	0.601	0.186	0.476
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0	0.293	0.626	0.104	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.067	0.807	1.916	1.6	0.222	3.002	0.106
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.011	0.331	0.107	0.272	0.176	0.439	0.321
THY1	P04216	False	THY1_HUMAN		CPI-SC0A05D3880	0.021	0.004	0.01	0.014	0.431	3.172	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC07312BD5C	1.563	0.142	0.004	0.163	0.0	0.032	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	1.801	1.13	0.318	0.49	3.026	1.693	0.52
F10	P00742	False	FA10_HUMAN		CPI-SC0C3E2D267	0.0	0.019	0.0	0.068	0.088	0.216	0.0
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	0.373	1.432	0.62	0.806	3.199	3.759	0.508
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.11	0.097	0.111	0.088	0.0	0.047	0.076
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.495	0.337	0.004	0.076	0.288	1.004	0.022
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.021	0.004	0.01	0.014	0.431	3.172	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	1.563	0.142	0.004	0.163	0.0	0.032	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	1.801	1.13	0.318	0.49	3.026	1.693	0.52
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	1.563	0.142	0.004	0.163	0.0	0.032	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SS027556893	0.0	0.006	0.023	0.0	0.0	0.0	0.0
IFNA13	P01562	False	IFNA1_HUMAN		CPI-SS027556893	0.0	0.006	0.023	0.0	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC04AED00CE	0.048	1.162	0.082	0.36	0.076	0.686	0.107
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0E60FEE99	0.314	0.342	0.156	0.113	0.601	0.186	0.476
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.043	0.087	0.051	0.066	0.027	0.0	0.071
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.067	0.101	0.081	0.109	0.097	1.106	0.005
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.495	0.337	0.004	0.076	0.288	1.004	0.022
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS0D41E15AC	0.004	0.365	0.611	0.457	0.21	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.004	0.365	0.611	0.457	0.21	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	4.958	5.984	4.496	5.353	7.785	5.53	7.983
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.016	0.0	0.032	0.0	0.0	0.0	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.677	1.951	2.579	2.331	1.875	2.656	0.759
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0	0.0	0.0	0.0	0.004	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.007	0.0	0.178
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.344	4.0	1.764	3.92	0.486	2.434	0.844
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.224	0.093	0.004	0.006	0.216	0.0	0.697
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.004	0.365	0.611	0.457	0.21	0.0	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.016	0.0	0.032	0.0	0.0	0.0	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.591	2.98	3.408	3.492	0.868	1.957	1.417
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.004	0.365	0.611	0.457	0.21	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	4.958	5.984	4.496	5.353	7.785	5.53	7.983
BMP10	O95393	False	BMP10_HUMAN		CPI-SS025CAD24A	0.0	0.004	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	4.958	5.984	4.496	5.353	7.785	5.53	7.983
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0AA5ECE7B	0.016	0.0	0.032	0.0	0.0	0.0	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.018	0.0	0.0	0.011	0.02	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	1.29	0.069	0.003	0.159	0.238	0.041	0.131
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.0	0.0	0.007	0.0	0.178
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.435	0.32	0.061	0.234	0.677	0.0	2.03
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.059	0.09	0.057	0.016	0.284	0.96	0.782
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.183	0.579	0.139	0.08	4.657	0.636	0.429
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.224	0.093	0.004	0.006	0.216	0.0	0.697
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	2.772	0.224	0.028	0.013	1.965	0.012	1.508
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.224	0.093	0.004	0.006	0.216	0.0	0.697
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0D795AC00	0.001	1.345	0.596	1.193	0.257	0.777	0.277
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.001	1.345	0.596	1.193	0.257	0.777	0.277
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	8.992	3.317	1.058	1.641	8.735	2.628	5.966
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0	0.375	0.31	0.202	0.004	0.152	0.043
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.111	4.376	4.103	4.866	0.316	0.748	0.266
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.001	1.345	0.596	1.193	0.257	0.777	0.277
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.001	1.345	0.596	1.193	0.257	0.777	0.277
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.001	1.345	0.596	1.193	0.257	0.777	0.277
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.001	1.345	0.596	1.193	0.257	0.777	0.277
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	12.347	6.939	3.527	5.036	12.83	4.574	10.394
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.001	1.345	0.596	1.193	0.257	0.777	0.277
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	1.801	1.13	0.318	0.49	3.026	1.693	0.52
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.001	1.345	0.596	1.193	0.257	0.777	0.277
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.102	2.648	1.402	2.221	2.046	2.393	0.447
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.0	0.0	0.0	0.031	0.141	0.0	0.109
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.862	0.721	0.03	0.185	1.836	0.358	2.188
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.001	1.345	0.596	1.193	0.257	0.777	0.277
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.111	4.376	4.103	4.866	0.316	0.748	0.266
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.001	1.345	0.596	1.193	0.257	0.777	0.277
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	12.347	6.939	3.527	5.036	12.83	4.574	10.394
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.0	0.0	0.0	0.031	0.141	0.0	0.109
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07F042076	0.001	1.345	0.596	1.193	0.257	0.777	0.277
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.001	1.345	0.596	1.193	0.257	0.777	0.277
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	5.129	6.042	6.219	6.555	6.841	4.64	7.928
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.02	0.851	1.311	1.134	0.326	0.195	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	8.992	3.317	1.058	1.641	8.735	2.628	5.966
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.865	0.156	0.0	0.203	0.0	0.0	0.027
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	5.028	4.801	3.742	4.195	2.376	2.248	4.095
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	4.175	0.578	0.017	0.27	2.878	0.486	1.012
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	2.743	0.125	0.005	0.026	0.239	0.0	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.307	0.032	0.0	0.009	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	12.347	6.939	3.527	5.036	12.83	4.574	10.394
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	1.801	1.13	0.318	0.49	3.026	1.693	0.52
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	1.801	1.13	0.318	0.49	3.026	1.693	0.52
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	1.801	1.13	0.318	0.49	3.026	1.693	0.52
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	1.095	0.197	0.0	0.073	0.746	0.228	0.871
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	1.182	1.298	1.702	1.512	0.688	0.772	1.712
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.0	0.026	0.032	0.0	0.379	0.184	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	1.234	5.174	3.323	4.591	1.424	2.168	0.93
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.102	2.648	1.402	2.221	2.046	2.393	0.447
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	1.4	2.058	0.915	1.733	1.197	0.643	1.354
TNFRSF6B	O95407	False	TNF6B_HUMAN		CPI-SS00086659A	0.011	0.13	0.057	0.0	0.104	0.147	0.0
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	1.944	1.208	0.12	0.805	1.908	1.652	2.192
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.0	0.0	0.0	0.031	0.141	0.0	0.109
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.011	0.0	0.041	0.058	0.0	0.016	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.0	0.0	0.0	0.031	0.141	0.0	0.109
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.0	0.0	0.0	0.031	0.141	0.0	0.109
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	1.28	0.315	0.499	0.329	0.419	0.013	0.748
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.0	0.0	0.0	0.031	0.141	0.0	0.109
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	5.129	6.042	6.219	6.555	6.841	4.64	7.928
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.362	2.149	1.576	1.87	0.427	0.769	0.547
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.02	0.851	1.311	1.134	0.326	0.195	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.077	0.473	0.297	0.545	2.85	3.188	1.041
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.108	0.544	0.071	0.075	1.829	1.368	0.088
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.077	0.473	0.297	0.545	2.85	3.188	1.041
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.108	0.544	0.071	0.075	1.829	1.368	0.088
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.061	0.145	0.004	0.028	0.269	0.203	0.186
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.077	0.473	0.297	0.545	2.85	3.188	1.041
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.061	0.145	0.004	0.028	0.269	0.203	0.186
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.243	0.228	0.101	0.267	0.827	0.008	0.191
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.077	0.473	0.297	0.545	2.85	3.188	1.041
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.108	0.544	0.071	0.075	1.829	1.368	0.088
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.108	0.544	0.071	0.075	1.829	1.368	0.088
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	6.123	5.599	2.586	3.63	8.74	5.813	8.599
BMP10	O95393	False	BMP10_HUMAN		CPI-SS00F977575	0.0	0.004	0.0	0.0	0.0	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	3.143	3.301	1.162	1.794	5.594	3.115	5.048
BMP10	O95393	False	BMP10_HUMAN		CPI-SS0B26EEF21	0.0	0.004	0.0	0.0	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0268D47AD	1.989	1.088	0.044	0.309	6.403	0.757	3.88
IGF2	P01344	False	IGF2_HUMAN		CPI-SS016B111FE	0.0	0.009	0.015	0.026	0.073	0.168	0.002
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0714977CA	0.002	0.004	0.007	0.025	0.003	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0E1389B57	0.014	0.0	0.023	0.0	0.004	0.0	0.005
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0A866903F	1.473	0.598	0.056	0.09	5.436	0.097	2.464
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	3.143	3.301	1.162	1.794	5.594	3.115	5.048
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	8.092	7.389	3.933	5.947	10.15	7.232	9.552
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	3.143	3.301	1.162	1.794	5.594	3.115	5.048
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.314	0.006	0.054	0.068	0.185	0.013	0.0
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.256	0.162	0.028	0.115	0.313	0.124	0.316
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	3.143	3.301	1.162	1.794	5.594	3.115	5.048
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.256	0.162	0.028	0.115	0.313	0.124	0.316
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.0	0.05	0.036	0.009	0.058	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	1.989	1.088	0.044	0.309	6.403	0.757	3.88
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	2.189	0.786	0.059	0.208	6.228	0.105	3.029
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.594	0.666	0.225	0.351	4.528	1.557	5.34
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	1.989	1.088	0.044	0.309	6.403	0.757	3.88
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.073	0.218	0.347	0.28	0.81	1.48	0.544
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	1.989	1.088	0.044	0.309	6.403	0.757	3.88
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	1.989	1.088	0.044	0.309	6.403	0.757	3.88
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.009	0.015	0.026	0.073	0.168	0.002
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	2.189	0.786	0.059	0.208	6.228	0.105	3.029
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.009	0.015	0.026	0.073	0.168	0.002
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.003	0.059	0.001	0.001	0.481	1.202	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.009	0.015	0.026	0.073	0.168	0.002
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.002	0.004	0.007	0.025	0.003	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.061	0.044	0.027	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.037	0.023	0.0	0.0	0.0	0.011
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.002	0.004	0.007	0.025	0.003	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	2.759	3.314	3.854	3.467	6.495	4.24	1.65
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	4.141	5.6	4.544	4.927	3.937	3.393	3.702
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.002	0.004	0.007	0.025	0.003	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC0859FAC25	0.0	0.0	0.0	0.004	0.0	0.0	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SC064937925	0.0	0.006	0.023	0.0	0.0	0.0	0.0
IFNA13	P01562	False	IFNA1_HUMAN		CPI-SC064937925	0.0	0.006	0.023	0.0	0.0	0.0	0.0
IFNA2	P01563	False	IFNA2_HUMAN		CPI-SC0B4211EFF	0.096	0.0	0.0	0.0	0.0	0.0	0.0
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC091D10DFA	0.0	0.008	0.0	0.0	0.0	0.0	0.0
IFNW1	P05000	False	IFNW1_HUMAN		CPI-SC0E16B866E	0.01	0.0	0.0	0.0	0.0	0.0	0.0
IFNK	Q9P0W0	False	IFNK_HUMAN		CPI-SC0D089F0A9	0.0	0.0	0.0	0.0	0.0	0.0	0.037
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.014	0.0	0.023	0.0	0.004	0.0	0.005
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.652	0.125	0.023	0.184	0.728	0.827	2.072
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0518D683C	0.014	0.0	0.023	0.0	0.004	0.0	0.005
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.014	0.0	0.023	0.0	0.004	0.0	0.005
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.106	0.05	0.004	0.075	0.066	0.0	0.734
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	3.691	2.907	2.096	2.179	0.822	1.687	1.023
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS07A97B3E2	1.473	0.598	0.056	0.09	5.436	0.097	2.464
GAL	P22466	False	GALA_HUMAN		CPI-SS0471FCFF3	0.007	0.179	0.274	0.272	0.099	0.491	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	2.804	2.459	0.642	1.35	2.434	0.488	1.639
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	1.409	1.328	0.717	0.929	4.732	1.07	2.145
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	2.804	2.459	0.642	1.35	2.434	0.488	1.639
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.125	0.045	0.081	0.099	0.0	0.0	0.009
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	2.804	2.459	0.642	1.35	2.434	0.488	1.639
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.484	2.167	1.538	1.899	1.304	1.279	0.239
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	2.804	2.459	0.642	1.35	2.434	0.488	1.639
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	2.804	2.459	0.642	1.35	2.434	0.488	1.639
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	1.922	0.854	0.257	0.539	1.245	0.44	1.023
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	2.804	2.459	0.642	1.35	2.434	0.488	1.639
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	1.112	0.088	0.008	0.149	0.01	0.0	2.335
