gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	DC	EC	Fibroblast	HighPseudotime_tumour	LowPseudotime_tumour	Mast	MidPseudotime_tumour	Myeloid	T_cell
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.001	0.0	0.127	0.032	0.005	0.004	0.16	0.004	0.002	0.001
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.001	0.0	0.051	0.155	0.055	0.021	0.006	0.029	0.017	0.002
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.0	0.0	0.013	0.001	0.008	0.007	0.002	0.003	0.003	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC041215790	0.0	0.089	0.002	0.002	0.001	0.003	0.0	0.003	0.002	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC037C3901A	0.001	0.002	0.083	0.025	0.002	0.001	0.003	0.002	0.0	0.001
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	0.008	0.012	0.094	1.809	0.32	0.145	0.066	0.179	0.029	0.033
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC051B1E9C4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	0.0	0.0	0.069	0.0	0.029	0.001	0.0	0.009	0.0	0.001
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.001	0.0	0.001	0.046	0.0	0.0	0.0	0.0	0.0	0.001
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.131	0.168	0.262	4.371	1.308	0.256	0.208	0.788	0.19	0.241
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.002	0.0	0.0	0.003	0.178	0.021	0.0	0.125	0.003	0.002
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.091	0.097	0.222	3.781	1.045	0.184	0.164	0.627	0.128	0.176
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.013	0.004	1.484	0.661	0.175	0.016	0.029	0.062	0.024	0.018
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.012	0.008	0.116	2.133	0.297	0.065	0.054	0.139	0.031	0.031
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.13	0.123	0.239	4.162	1.213	0.227	0.206	0.777	0.157	0.231
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.013	0.004	1.478	0.761	0.194	0.024	0.023	0.079	0.026	0.014
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.004	0.016	0.019	1.326	0.246	0.022	0.041	0.136	0.019	0.018
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.023	0.023	0.239	2.59	0.503	0.092	0.047	0.277	0.08	0.039
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.03	0.034	0.48	2.852	0.566	0.121	0.068	0.374	0.097	0.073
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.237	0.331	0.328	2.515	0.433	0.382	0.28	0.307	0.228	0.249
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.005	0.0	0.012	0.008	0.016	0.002	0.0	0.009	0.001	0.001
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.0	0.003	0.001	0.004	0.061	0.006	0.003	0.039	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.008	0.004	0.064	1.712	0.231	0.028	0.015	0.108	0.019	0.018
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.002	0.043	0.008	0.501	0.046	0.005	0.0	0.016	0.059	0.003
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.001	0.002	0.006	0.421	0.035	0.002	0.003	0.01	0.005	0.007
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.006	0.002	0.035	1.0	0.126	0.01	0.017	0.041	0.011	0.011
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.004	0.0	0.015	0.039	0.025	0.113	0.01	0.031	0.002	0.001
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.009	0.01	1.413	0.609	0.048	0.008	0.008	0.019	0.013	0.008
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.016	0.01	0.784	1.18	0.158	0.086	0.359	0.084	0.029	0.047
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.082	0.001	0.007	0.048	0.003	0.003	0.0	0.005	0.0	0.001
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.074	0.0	0.0	0.015	0.004	0.003	0.0	0.006	0.0	0.001
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.001	0.0	0.004	0.122	0.029	0.025	0.003	0.031	0.013	0.002
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.002	0.001	0.016	1.062	0.122	0.011	0.012	0.048	0.011	0.011
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.01	0.004	0.016	0.891	0.047	0.01	0.016	0.023	0.008	0.008
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.004	0.003	0.015	0.844	0.105	0.128	0.0	0.104	0.008	0.006
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.001	0.0	0.001	0.009	0.003	0.017	0.0	0.004	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.065	0.021	0.019	0.019	0.09	0.017	0.0	0.056	0.003	0.003
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.049	0.093	0.01	0.016	0.126	0.549	0.228	0.105	0.039	0.067
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.118	0.0	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.004	0.101	0.001	0.053	0.005	0.012	0.0	0.005	0.007	0.001
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.001	0.005	0.0	0.001	0.009	0.007	0.0	0.008	0.001	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.001	0.0	0.127	0.032	0.005	0.004	0.16	0.004	0.002	0.001
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.001	0.0	0.051	0.155	0.055	0.021	0.006	0.029	0.017	0.002
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.0	0.0	0.013	0.001	0.008	0.007	0.002	0.003	0.003	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.0	0.089	0.002	0.002	0.001	0.003	0.0	0.003	0.002	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC09C06C70F	0.001	0.002	0.083	0.025	0.002	0.001	0.003	0.002	0.0	0.001
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.008	0.012	0.094	1.809	0.32	0.145	0.066	0.179	0.029	0.033
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.0	0.069	0.0	0.029	0.001	0.0	0.009	0.0	0.001
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.125	0.099	0.045	0.02	0.014	0.003	0.113	0.006	0.018	0.043
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.001	0.0	0.001	0.046	0.0	0.0	0.0	0.0	0.0	0.001
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.001	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.131	0.168	0.262	4.371	1.308	0.256	0.208	0.788	0.19	0.241
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.002	0.0	0.0	0.003	0.178	0.021	0.0	0.125	0.003	0.002
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.091	0.097	0.222	3.781	1.045	0.184	0.164	0.627	0.128	0.176
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.013	0.004	1.484	0.661	0.175	0.016	0.029	0.062	0.024	0.018
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.012	0.008	0.116	2.133	0.297	0.065	0.054	0.139	0.031	0.031
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.13	0.123	0.239	4.162	1.213	0.227	0.206	0.777	0.157	0.231
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.013	0.004	1.478	0.761	0.194	0.024	0.023	0.079	0.026	0.014
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0FBFA176B	0.004	0.016	0.019	1.326	0.246	0.022	0.041	0.136	0.019	0.018
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.023	0.023	0.239	2.59	0.503	0.092	0.047	0.277	0.08	0.039
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.03	0.034	0.48	2.852	0.566	0.121	0.068	0.374	0.097	0.073
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.237	0.331	0.328	2.515	0.433	0.382	0.28	0.307	0.228	0.249
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.005	0.0	0.012	0.008	0.016	0.002	0.0	0.009	0.001	0.001
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.0	0.003	0.001	0.004	0.061	0.006	0.003	0.039	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.008	0.004	0.064	1.712	0.231	0.028	0.015	0.108	0.019	0.018
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.002	0.043	0.008	0.501	0.046	0.005	0.0	0.016	0.059	0.003
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.001	0.002	0.006	0.421	0.035	0.002	0.003	0.01	0.005	0.007
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.006	0.002	0.035	1.0	0.126	0.01	0.017	0.041	0.011	0.011
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.004	0.0	0.015	0.039	0.025	0.113	0.01	0.031	0.002	0.001
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.009	0.01	1.413	0.609	0.048	0.008	0.008	0.019	0.013	0.008
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.016	0.01	0.784	1.18	0.158	0.086	0.359	0.084	0.029	0.047
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.082	0.001	0.007	0.048	0.003	0.003	0.0	0.005	0.0	0.001
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.074	0.0	0.0	0.015	0.004	0.003	0.0	0.006	0.0	0.001
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.001	0.0	0.004	0.122	0.029	0.025	0.003	0.031	0.013	0.002
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC03C093767	0.002	0.001	0.016	1.062	0.122	0.011	0.012	0.048	0.011	0.011
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.01	0.004	0.016	0.891	0.047	0.01	0.016	0.023	0.008	0.008
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.004	0.003	0.015	0.844	0.105	0.128	0.0	0.104	0.008	0.006
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.001	0.0	0.001	0.009	0.003	0.017	0.0	0.004	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.065	0.021	0.019	0.019	0.09	0.017	0.0	0.056	0.003	0.003
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.049	0.093	0.01	0.016	0.126	0.549	0.228	0.105	0.039	0.067
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.118	0.0	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.004	0.101	0.001	0.053	0.005	0.012	0.0	0.005	0.007	0.001
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.001	0.005	0.0	0.001	0.009	0.007	0.0	0.008	0.001	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.001	0.0	0.127	0.032	0.005	0.004	0.16	0.004	0.002	0.001
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.001	0.0	0.051	0.155	0.055	0.021	0.006	0.029	0.017	0.002
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC09DE07794	0.0	0.0	0.013	0.001	0.008	0.007	0.002	0.003	0.003	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0AD6D8724	0.0	0.089	0.002	0.002	0.001	0.003	0.0	0.003	0.002	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC040C26CBD	0.001	0.002	0.083	0.025	0.002	0.001	0.003	0.002	0.0	0.001
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.008	0.012	0.094	1.809	0.32	0.145	0.066	0.179	0.029	0.033
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00064A9CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06873D10F	0.0	0.0	0.069	0.0	0.029	0.001	0.0	0.009	0.0	0.001
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.023	0.015	0.533	0.642	0.116	0.041	0.013	0.065	0.022	0.006
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0D9B795CC	0.006	0.043	0.005	0.01	0.105	0.34	0.003	0.125	0.005	0.011
FN1	P02751	False	FINC_HUMAN		CPI-SC08B6B74FB	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
F2	P00734	False	THRB_HUMAN		CPI-SC0BAB29E69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLG	P00747	False	PLMN_HUMAN		CPI-SC04FDBA606	0.002	0.0	0.003	0.002	0.001	0.001	0.0	0.0	0.0	0.001
VTN	P04004	False	VTNC_HUMAN		CPI-SC08067D831	0.0	0.007	0.0	0.003	0.001	0.0	0.0	0.0	0.008	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0200AC9E3	0.006	0.031	0.261	1.0	0.217	0.357	0.022	0.134	0.077	0.018
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0974B60B7	0.007	0.01	0.003	0.004	0.01	0.002	0.002	0.013	0.003	0.25
FN1	P02751	False	FINC_HUMAN		CPI-SC090855C8E	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0B9199C7F	0.023	0.015	0.533	0.642	0.116	0.041	0.013	0.065	0.022	0.006
F2	P00734	False	THRB_HUMAN		CPI-SC0EC380922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VTN	P04004	False	VTNC_HUMAN		CPI-SC0530C27A8	0.0	0.007	0.0	0.003	0.001	0.0	0.0	0.0	0.008	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0755598EE	0.006	0.031	0.261	1.0	0.217	0.357	0.022	0.134	0.077	0.018
FGF2	P09038	False	FGF2_HUMAN		CPI-SC044E3F9B6	0.001	0.002	0.066	0.026	0.007	0.007	0.0	0.006	0.001	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0988E0218	0.03	0.119	0.171	0.074	0.406	0.054	0.025	0.292	1.78	0.058
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0E2D0DC4B	0.002	0.001	0.002	0.124	0.031	0.0	0.0	0.009	0.001	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC00756BB93	0.014	0.01	0.283	1.732	0.277	0.026	0.03	0.087	0.024	0.026
VWF	P04275	False	VWF_HUMAN		CPI-SC0E1037D03	0.009	0.003	1.932	0.009	0.021	0.017	0.037	0.013	0.025	0.011
FCER2	P06734	False	FCER2_HUMAN		CPI-SC05A209BEC	0.349	0.004	0.001	0.001	0.011	0.0	0.0	0.013	0.01	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SC02E74AFA5	0.015	0.024	0.554	1.953	0.353	0.033	0.032	0.148	0.137	0.025
TNC	P24821	False	TENA_HUMAN		CPI-SC0A58E6695	0.003	0.0	0.014	0.25	0.063	0.031	0.0	0.041	0.013	0.003
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC06525B099	0.005	0.004	0.007	0.001	0.006	0.001	0.0	0.002	0.004	0.013
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC095A2C115	0.028	0.719	0.098	0.447	0.124	0.087	0.343	0.083	1.391	0.032
OMD	Q99983	False	OMD_HUMAN		CPI-SC0EFCE145F	0.001	0.0	0.002	0.261	0.03	0.006	0.003	0.021	0.003	0.005
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.006	0.031	0.261	1.0	0.217	0.357	0.022	0.134	0.077	0.018
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.001	0.003	0.172	0.044	0.027	0.084	0.0	0.018	0.003	0.002
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.001	0.0	0.005	0.1	0.062	0.006	0.0	0.03	0.005	0.001
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	0.03	0.119	0.171	0.074	0.406	0.054	0.025	0.292	1.78	0.058
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.003	0.0	0.014	0.25	0.063	0.031	0.0	0.041	0.013	0.003
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.028	0.719	0.098	0.447	0.124	0.087	0.343	0.083	1.391	0.032
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC01833C7FC	0.003	0.0	0.003	0.107	0.141	0.031	0.007	0.094	0.003	0.004
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.005	0.047	0.097	0.372	0.026	0.003	0.01	0.021	0.059	0.028
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.007	0.005	0.707	0.148	0.015	0.003	0.007	0.009	0.01	0.003
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.005	0.047	0.097	0.372	0.026	0.003	0.01	0.021	0.059	0.028
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC098B43B5A	0.004	0.008	0.012	0.017	0.007	0.019	0.013	0.005	0.008	0.008
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0C8B4C056	0.007	0.01	0.003	0.004	0.01	0.002	0.002	0.013	0.003	0.25
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.005	0.004	0.007	0.001	0.006	0.001	0.0	0.002	0.004	0.013
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC062C5C6C2	0.003	0.0	0.003	0.107	0.141	0.031	0.007	0.094	0.003	0.004
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.007	0.016	0.336	1.341	0.147	0.017	0.023	0.061	0.016	0.017
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
TNC	P24821	False	TENA_HUMAN		CPI-SC01195CB48	0.003	0.0	0.014	0.25	0.063	0.031	0.0	0.041	0.013	0.003
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
VTN	P04004	False	VTNC_HUMAN		CPI-SC067AD890A	0.0	0.007	0.0	0.003	0.001	0.0	0.0	0.0	0.008	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.067	0.121	0.709	3.065	1.04	0.243	0.149	0.658	1.457	0.133
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.023	0.015	0.533	0.642	0.116	0.041	0.013	0.065	0.022	0.006
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.023	0.015	0.533	0.642	0.116	0.041	0.013	0.065	0.022	0.006
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.006	0.043	0.005	0.01	0.105	0.34	0.003	0.125	0.005	0.011
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	0.006	0.043	0.005	0.01	0.105	0.34	0.003	0.125	0.005	0.011
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.001	0.002	0.066	0.026	0.007	0.007	0.0	0.006	0.001	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.03	0.119	0.171	0.074	0.406	0.054	0.025	0.292	1.78	0.058
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.128	0.667	0.353	0.115	0.151	0.049	0.285	0.095	1.01	0.168
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.002	0.004	0.008	0.093	0.008	0.002	0.068	0.005	0.105	0.001
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.001	0.002	0.066	0.026	0.007	0.007	0.0	0.006	0.001	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.002	0.001	0.002	0.124	0.031	0.0	0.0	0.009	0.001	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.115	0.041	0.128	0.013	0.022	0.045	0.065	0.014	0.063	0.165
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.015	0.034	0.001	0.001	0.0	0.001	0.0	0.0
FGF19	O95750	False	FGF19_HUMAN		CPI-SS07A03C20F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.009	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.001	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.007	0.003	0.011	0.554	0.031	0.01	0.0	0.012	0.008	0.006
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.001	0.002	0.066	0.026	0.007	0.007	0.0	0.006	0.001	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.002	0.001	0.002	0.124	0.031	0.0	0.0	0.009	0.001	0.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0	0.0	0.015	0.034	0.001	0.001	0.0	0.001	0.0	0.0
FGF19	O95750	False	FGF19_HUMAN		CPI-SS070A3A7E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0	0.0	0.0	0.086	0.003	0.006	0.0	0.001	0.001	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.001	0.002	0.066	0.026	0.007	0.007	0.0	0.006	0.001	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.002	0.001	0.002	0.124	0.031	0.0	0.0	0.009	0.001	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.645	0.867	0.054	0.569	0.478	0.51	1.829	0.451	1.232	1.173
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0	0.0	0.015	0.034	0.001	0.001	0.0	0.001	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.009	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.001	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.007	0.003	0.011	0.554	0.031	0.01	0.0	0.012	0.008	0.006
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0	0.0	0.0	0.086	0.003	0.006	0.0	0.001	0.001	0.0
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.171	0.83	1.04	2.071	0.908	0.577	1.44	0.55	1.405	0.316
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	0.0	0.0	0.01	0.001	0.022	0.512	0.0	0.048	0.002	0.001
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0	0.0	0.0	0.002	0.003	0.004	0.0	0.005	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.006	0.003	0.214	0.617	0.092	0.022	0.02	0.047	0.023	0.027
